流水號,大類別,From,post_url,created_time,post_type,postID,post_message,status_type,link,轉貼標題(name),留言數,按讚數,分享數,update_time
1,post,馬英九總統(118250504903757),http://www.facebook.com/118250504903757_1094020483993416,2016/01/19 13:30:10,photo,118250504903757_1094020483993416,昨天我接見了美國前副國務卿伯恩斯（William Burns）先生，他這次以美國高階特使的身份在大選後來到臺灣。上週六選舉結果揭曉後，美國國務院發表了公開聲明，除了向民進黨蔡英文主席表示祝賀，也公開感謝我上任後這幾年致力與美國發展堅實夥伴關係，並對我們近年來為改善兩岸關係所採取的具體措施表示讚賞。（The United States thanks President Ma Ying-jeou for his efforts to develop a strong partnership with the United States and applauds him for concrete steps he has taken to improve cross-Strait ties in recent years.）。（美國國務院新聞稿連結: http://goo.gl/fuJf6q）這次來訪，伯恩斯先生也告訴我，「臺美間的非官方關係從來沒像目前這麼好（has never been better），您對此有極大的功勞（deserve much credits）」，本次的選舉結果，也再次彰顯臺灣民主是一個成功的故事。對於這些來自美國國務院的肯定，我也特別向伯恩斯先生表達感謝。我也告訴伯恩斯先生，上個禮拜我國和平完成了總統大選，過程十分平和，顯示臺灣民主已逐漸成熟，也代表中華民國憲政秩序穩固。選舉結果出爐後，我也致電蔡英文主席，除了表達我的衷心祝賀，也希望新的政府上任後，能夠持續維持臺海和平與繁榮的現狀。,added_photos,https://www.facebook.com/MaYingjeou/photos/a.140389499356524.27404.118250504903757/1094020483993416/?type=3,Timeline Photos,1667,29206,475,2016/01/19 13:30:10
2_5143,comment,夏常安(179084489124556), ,2016/01/17 22:47:08, ,1092410017487796_801803286630082,哈囉，你已經不是總統了名字跟大頭貼是不是該換了啊?(￣▽￣*)?, , , , ,0, , ,
2_5144,comment,楊茜茹(1447647482201609), ,2016/01/17 22:47:37, ,1092410017487796_801803576630053,一群綠惡犬開始要搶食囉！, , , , ,1, , ,
2_5145,comment,丁世傑(10153957207943475), ,2016/01/17 22:48:59, ,1092410017487796_938998536178741,我投你2次，恭喜你，把藍軍搞跨了！, , , , ,0, , ,
2_5146,comment,Ken Chang(1032373626781012), ,2016/01/17 22:51:39, ,1092410017487796_973792622676350,馬總統，辛苦你了，加油！, , , , ,0, , ,
2_5147,comment,楊茜茹(1447647482201609), ,2016/01/17 22:51:56, ,1092410017487796_904252443026766,加油加油，馬總統, , , , ,0, , ,
2_5148,comment,謝忠志(990533650970496), ,2016/01/17 22:52:29, ,1092410017487796_1093182500743881,國民黨要深切檢討此事件發生為何造成票往民進黨跑，不往國民黨跑？民心盡失？, , , , ,0, , ,
2_5149,comment,Wang Pork(364354410417073), ,2016/01/17 22:53:16, ,1092410017487796_973793342676278,馬英九總統先生 你可不可用LO阿祈爾的R杜絕黃安狗來台灣~~開一下R ~~, , , , ,0, , ,
2_5150,comment,盧彥儒(1073982229285357), ,2016/01/17 22:53:42, ,1092410017487796_1093183120743819,國家的認同，我認同我身為中國人，熱愛著中國文化，因為我的國家叫中華民國，我擁有很每很美的文化，孝道，五倫剛常，四維八德，四書五經，等等聖賢所留下來的聖言量，這是我的驕傲，我以我的文化為榮。, , , , ,1, , ,
2_5151,comment,馮玉凡(1528182350834371), ,2016/01/17 22:55:04, ,1092410017487796_904253803026630,當初面對面不講，現在講這麼多有意義嗎？, , , , ,0, , ,
2_5152,comment,Eric Wu(10153882375998718), ,2016/01/17 23:01:23, ,1092410017487796_904257239692953,?就是一??人炒作而已, , , , ,0, , ,
2_5153,comment,Nick XU(571311826378856), ,2016/01/17 23:05:14, ,1092410017487796_973797116009234,馬總統說的沒錯。?竟?岸人接受不一?的教育，台?人?同自己的青天白日旗?有?，大?人??台?人就是中?人也?有?，?竟我?是同根的。台?人?可自己的中?民?就如同我?大?人?可自己的中?人民共和?。都是?“?”的表?。并不代表台?。, , , , ,1, , ,
2_5154,comment,Yanlin Wu(832343060209799), ,2016/01/17 23:06:23, ,1092410017487796_1093189454076519,就好奇?什么不?大?媒体或jyp?表您的看法。, , , , ,0, , ,
2_5155,comment,袁立群(1034588926559151), ,2016/01/17 23:08:11, ,1092410017487796_801812513295826,總統辛苦您了, , , , ,1, , ,
2_5156,comment,C.j. Liu(426819764142805), ,2016/01/17 23:08:44, ,1092410017487796_904260059692671,喊了八年的「九二共識」，只看到「一中」，沒看見「各表」-台灣要的是「各表」。去年底震撼全球馬沾沾自喜的「馬習會」，對國民黨的選情完全是扣分。反倒是選前之夜的「子瑜道歉」，卻一舉引爆台灣人民的怒吼。周子瑜事件證明，馬英九的對中「妥協」戰略，徹底被唾棄。, , , , ,0, , ,
2_5157,comment,?海?(158990661145762), ,2016/01/17 23:09:00, ,1092410017487796_904260206359323,?民党已?臭了，不?在大?，也在台?。???岸?一是?民党唯一的救?机?。?民党加油！, , , , ,0, , ,
2_5158,comment,劉俞旻(221505894855688), ,2016/01/17 23:10:33, ,1092410017487796_1093190947409703,投了很多年的票?但理念接近不多，小國需理念還是選票?經濟與方向?走向那在那可以更好?二十年前就不比今日更差, , , , ,0, , ,
2_5159,comment,Abby Chin(802345736526274), ,2016/01/17 23:14:56, ,1092410017487796_973800126008933,辛苦了, , , , ,0, , ,
2_5160,comment,邱世平(1065312963489825), ,2016/01/17 23:17:22, ,1092410017487796_939011829510745,綠營在國內不願意拿國旗，只要國外發生"國旗"事件，就會誇大宣導，大作文章.....此般行為 !真是可恥、缺德!, , , , ,0, , ,
2_5161,comment,Freeman Lau(924035041020214), ,2016/01/17 23:17:24, ,1092410017487796_904263006359043,大陸雖然看似強大，而實際國內各個階層對中共的執政已然不報什麼希望，在大陸存在的環境問題，食品安全問題，腐敗問題，以及各種不公平的問題都使人民非常不滿。雖無法公開表達，但實際心裡都是明白的。國名黨一個有著光輝曆史的政黨，現在卻如此不團結，以及無能和懦弱，實在失望至極。台灣是一個民主地區，有著難得的中華民族僅存的受人尊敬的民主制度，贏得世界的認同，面對大陸的紙老虎為何如此妥協呢。, , , , ,0, , ,
2_5162,comment,梁紹芊(423086551203539), ,2016/01/17 23:25:48, ,1092410017487796_1093196810742450,辛苦了 加油, , , , ,0, , ,
2_5163,comment,Aileen Hsu(932240646795022), ,2016/01/17 23:26:12, ,1092410017487796_801817963295281,台?有?多人??“中?=中?人民共和?”，所以才不承?自己是中?人。然而中???包括大?+台?。大家都是炎?子?，都是?夏儿女。只要?中?民?和中?人民共和?，就是承?九二共?，承?一?中?，就不是分裂祖?。我?反?的是那些拿?中?民?身份??自己不是中?人的台毒。, , , , ,3, , ,
2_5164,comment,Eva Yifan Zhang(557725664403252), ,2016/01/17 23:26:42, ,1092410017487796_904266263025384,不要?大???就好 一切迎刃而解, , , , ,0, , ,
2_5165,comment,Hugo Yau(829683740455313), ,2016/01/17 23:28:33, ,1092410017487796_973804586008487,真愛是唯一的選擇, , , , ,0, , ,
2_5166,comment,Ning Di(930511573706750), ,2016/01/17 23:29:22, ,1092410017487796_904267019691975,?台?因此于1月16日?极回??：?台?有些政治?力利用?岸民?交往的??事件，挑??岸民?感情，?岸同胞要共同警惕。?就清楚?明，?安的行?不代表大??局的?度，大?不干涉??、更希望?岸?系能?向更好的方向?展。反?台?、不反?台?，中宣部??有封?周子瑜，所有的排斥行?出于地方?心承???的避退行?。　　周子瑜事件本身其?是?安以“台?”?噱?挑??岸?系的行?，但最?因地方媒体的避?心?、?人??公司的匆忙道歉、大??于民粹的网?文化而?酵，?离了周子瑜本身，最?引爆台?人民的深???。事件足以引起?岸反思，不被任何政治?力利用，?求相互了解，?求?岸共同?展和利益最大化才是康庄大路。, , , , ,0, , ,
2_5167,comment,Eric Lee(10206427263937414), ,2016/01/17 23:35:29, ,1092410017487796_973806656008280,我是台灣人，誰跟你是中華民國人?, , , , ,6, , ,
2_5168,comment,You-Chun Tsao(1166493306697208), ,2016/01/17 23:35:37, ,1092410017487796_939019359509992,馬總統 你好棒棒 你是我心中永遠的總統, , , , ,0, , ,
2_5169,comment,Cookie Liu(812476495497197), ,2016/01/17 23:37:43, ,1092410017487796_1093205500741581,馬總統，我真心覺得您在過去8年帶著台灣走向開放和安定！謝謝您和您的團隊的付出，我們還是有許多民眾感受的到看得到！辛苦了！台灣媒體是當前紛擾的主因！他們有好多該向國外民主國家媒體學習的地方！無論如何，謝謝您！, , , , ,0, , ,
2_5170,comment,黃友誠(1546501222338827), ,2016/01/17 23:38:35, ,1092410017487796_973807956008150,吵吵吵吵吵吵！！一打???就是?岸撕逼！???到?吵到???，非要???果，素?在那里。那些把人?成狗?成种?或是?瑟民主多党的人真?你?感到羞?。有意??？台?是不是?立，是不是一??家，不?影?你?菜吃?睡?。能不能?位思考一下，只要?岸人民少?歧?，多?理解，网??境就不?是?在???子。大?人?，“求同存异”?可是周恩??理?的，到我??一?都忘了。, , , , ,0, , ,
2_5171,comment,石琛(130312764015258), ,2016/01/17 23:42:04, ,1092410017487796_801826686627742,由于政党的分割?致?岸?系的?重?立，????的推移只?越?越?重，???展下去，和平几乎是不可能的，?人??台???只有武力解?, , , , ,0, , ,
2_5172,comment,游承豪(777627932352034), ,2016/01/17 23:44:14, ,1092410017487796_904274226357921,呆子馬腦袋，在你跟痴呆的金xx之下的國民黨，不亡也難，如推背圖所言~好人材真建言講真話，被你們視為叛黨，你們就繼續這樣下去吧，還好大陸不是你們在統治，不然那些百姓過的肯定比共黨統治差.因為你們跟本不知道錯在哪裡, , , , ,0, , ,
2_5173,comment,陳藝芸(1090638794286449), ,2016/01/17 23:44:41, ,1092410017487796_801827399961004,馬英久總統這八年來謝謝有你，你的付出，歷史必會還給你公道，你是我心目中最清廉的總統!, , , , ,2, , ,
2_5174,comment,Eddy Wang(877141739011579), ,2016/01/17 23:48:10, ,1092410017487796_801828699960874,陳水扁最清廉，馬英九最有能，蔡英文最實心，哈哈，3個活寶, , , , ,0, , ,
2_5175,comment,劉冠秀(926133204075619), ,2016/01/17 23:48:15, ,1092410017487796_973810752674537,我愛馬總統 ??????, , , , ,2, , ,
2_5176,comment,何峰(1589898094598370), ,2016/01/17 23:49:46, ,1092410017487796_973811526007793,哈哈，廢油頂新無罪，22k政策，油電雙漲。。。人民用選票打醒你了，爽, , , , ,0, , ,
2_5177,comment,郭哲綸(809054379185748), ,2016/01/17 23:51:18, ,1092410017487796_904276313024379,辛苦你了，這八年來做的很好, , , , ,2, , ,
2_5178,comment,Eddy Wang(877141739011579), ,2016/01/17 23:51:27, ,1092410017487796_1093210947407703,該是幹譙蔡英文的時候，等5/20執政後, , , , ,0, , ,
2_5179,comment,Samantha Liu(1052831401398565), ,2016/01/17 23:51:55, ,1092410017487796_801829796627431,總統您真的辛苦了！！, , , , ,1, , ,
2_5180,comment,蔡東金(1646697462221776), ,2016/01/17 23:53:25, ,1092410017487796_801830319960712,馬總統你應該召開ㄧ個國際記者會，宣示你講的拿國旗的人不是台獨者，以後你卸任後有機會到中國大陸也要把國旗拿出來。, , , , ,0, , ,
2_5181,comment,Iris Lin(10153255117788382), ,2016/01/17 23:59:17, ,1092410017487796_973814729340806,馬總統，8年來您辛苦了，您還是我心目中最棒的總統?祝福您, , , , ,0, , ,
2_5182,comment,Eddy Wang(877141739011579), ,2016/01/18 00:00:01, ,1092410017487796_939028706175724,馬英九任內國債創新高, , , , ,0, , ,
2_5183,comment,呂昌明(1629059157327391), ,2016/01/18 00:02:19, ,1092410017487796_904282373023773,清黨，除去毒瘤王金平吳敦義副總統，在高雄市長任內，家教嚴格，兒子無照駕駛，在派出所，不循私，不護短，當著警察面前，該怎麼辦，就怎麼辦，公正嚴明，不像，王金平，無法無天，他當立法院長時，幹的壞事，全民有目共賭，破壞社會治安，破壞黨內團結，破壞黨的政策，破壞黨的以黨領政，堅持到底，直接要求開除王金平！, , , , ,0, , ,
2_5184,comment,黃卉鈴(214677562213063), ,2016/01/18 00:02:32, ,1092410017487796_939029419508986,謝謝你，辛苦八年，我八年前和人說了，如果我是你，我才不幹這個苦差事，因早就周轉不靈了，本台最賺錢的中華電信，分解了，收支不平衡，, , , , ,0, , ,
2_5185,comment,Ho Ki Lok Bosco(10206330051598764), ,2016/01/18 00:02:38, ,1092410017487796_973815619340717,睇見咁多大陸佬幫馬英九同國民黨做勢真心笑出黎講咁撚多廢話人地選票證明一切你班大陸佬講咁多廢話都係得個吉, , , , ,0, , ,
2_5186,comment,黃獻能(1607171549561321), ,2016/01/18 00:02:50, ,1092410017487796_973815719340707,國民黨很難再站起來好好扮演好在野角色也許某一年會有奇蹟出現, , , , ,1, , ,
2_5187,comment,林榮俊(1057404437613569), ,2016/01/18 00:04:16, ,1092410017487796_904282936357050,馬英九不爛，國民黨會輸那麼多呢，就是有人超不要臉自豪ㄧ直說九二共識台灣現在是兩案最和平，結果呢竟然是和平為什麼只是拿國旗就被封殺，等於他都在自我感覺良好，事實大於雄辯啦因為話都是他在說結果現實台灣人卻被這樣被欺負，反正這ㄧ切都是事實大家有需要口水戰嗎，反正520後有人要開始走法院了，大家等著看好戲吧。, , , , ,0, , ,
2_5188,comment,Qian Zhou(1097058713679191), ,2016/01/18 00:05:19, ,1092410017487796_1093217194073745,作者：郭瑞元?接：https://www.zhihu.com/question/39388470/answer/81663607?源：知乎你?必?明白，我?抵制她不是因?青天白日?地?旗，?面旗和五星?旗一?都沾?了先???了中?民族而?斗的?血，即使?在的?民党再?，再?能，?面旗子曾?也是中?民族的?傲。你??我?因?她拿?青天白日旗就抵制??被台?党捧出?的台?之光？她配?？?面旗子?生的初衷就是?了中?的?立?一，三民主?第一?民族主??的是什么知道?？?在一?在自己?籍??上台?的人?用它??自己的?箭牌，不?得可笑?？更可笑的是?民党竟然?要?挺她，我就??，?党成?以后有什么面目面?九泉之下的先?！, , , , ,0, , ,
2_5189,comment,詹秉賢(854916191248485), ,2016/01/18 00:05:40, ,1092410017487796_801833993293678,一面國旗的被後意義是犧牲了多少人才換來的，怎能看不起這面國旗，除非不愛國, , , , ,0, , ,
2_5190,comment,Yuan Lin(1061334667228259), ,2016/01/18 00:06:16, ,1092410017487796_1093218020740329,馬英九總統你辛苦了。, , , , ,0, , ,
2_5191,comment,王左左(950546411667670), ,2016/01/18 00:08:08, ,1092410017487796_1093219204073544,可以請馬總統回鍋黨主席, , , , ,0, , ,
2_5192,comment,Siyuan Huang(833150110163656), ,2016/01/18 00:09:33, ,1092410017487796_973820682673544,╭(°A°`)╮ 作??岸的小伙伴只希望?岸和平。。。。, , , , ,0, , ,
2_5193,comment,Khin Naing(10206068133561000), ,2016/01/18 00:10:00, ,1092410017487796_801835356626875,朱不如馬!馬嫂說的百分百對, , , , ,0, , ,
2_5194,comment,Khin Naing(10206068133561000), ,2016/01/18 00:12:20, ,1092410017487796_801837123293365,為何是朱接主席呢？ 國民黨沒人才嗎？ 吳敦義，胡志強，，，，蔣萬安，，，。, , , , ,0, , ,
2_5195,comment,Victoria Yang(1592562834356619), ,2016/01/18 00:14:08, ,1092410017487796_801838393293238,https://www.facebook.com/photo.php?fbid=1189798797715255&set=a.296233440405133.86616.100000554370111&type=3, , , , ,0, , ,
2_5196,comment,Momo Chen(917475468276030), ,2016/01/18 00:15:42, ,1092410017487796_939034282841833,https://www.facebook.com/photo.php?fbid=1189798797715255&set=a.296233440405133.86616.100000554370111&type=3, , , , ,0, , ,
2_5197,comment,Rick Huang(10205402020161680), ,2016/01/18 00:16:48, ,1092410017487796_904287003023310,馬總統，您可以在５１９關閉核能電廠嗎？讓台灣進入非核家園, , , , ,0, , ,
2_5198,comment,Alex Yang(10155510212615651), ,2016/01/18 00:17:53, ,1092410017487796_973823652673247,馬總統加油, , , , ,1, , ,
2_5199,comment,鍾爵(1032283500134224), ,2016/01/18 00:18:04, ,1092410017487796_904287369689940,國民黨請不要放棄，該是嚴厲整頓自己內部的時候了。, , , , ,0, , ,
2_5200,comment,鍾爵(1032283500134224), ,2016/01/18 00:20:59, ,1092410017487796_801842073292870,國民黨要重生必須要嚴厲對己，貪婪貪污者一定必須要全部消滅。, , , , ,0, , ,
2_5201,comment,Johnny Chen(527679480733722), ,2016/01/18 00:24:43, ,1092410017487796_1093226057406192,what a piece of shit., , , , ,0, , ,
2_5202,comment,?健(150807345295739), ,2016/01/18 00:25:10, ,1092410017487796_939038336174761,我是中?人，但我并不?得周小姐拿青天白日旗有?，造成??的原因是?安的?意挑?已?大量水?和不明真相的人, , , , ,0, , ,
2_5203,comment,蔡婷宇(10205472325660643), ,2016/01/18 00:25:35, ,1092410017487796_939038412841420,總統加油, , , , ,1, , ,
2_5204,comment,Afra Tsai(10205442411152796), ,2016/01/18 00:29:52, ,1092410017487796_801845979959146,馬總統，謝謝你8年來為台灣做的努力，是的，這8年來台灣的確狀況不好，但你做的一切，我卻非常明白你的心意，你扛下很多罵聲，但仍盡力去完成每一個目標，從未放棄，謝謝你，你辛苦了。希望未來卸下責任後，您能好好的睡、好好的吃、好好的養身體，真心的，謝謝您。, , , , ,1, , ,
2_5205,comment,李李仁(179009629130288), ,2016/01/18 00:31:26, ,1092410017487796_801846706625740,https://www.youtube.com/watch?v=AWm-dXgQ9mE, , , , ,0, , ,
2_5206,comment,張偉(648882451913040), ,2016/01/18 00:32:18, ,1092410017487796_1093228727405925,馬英九和國民黨每次都靠揮這面國旗來區分敵我， 凝聚選票，無往不利，這次一個16歲小女生一揮， 把國民黨揮倒了，還真有趣阿ㄎㄎㄎ, , , , ,0, , ,
2_5207,comment,鍾爵(1032283500134224), ,2016/01/18 00:35:59, ,1092410017487796_939041416174453,馬英九總統您的國民黨快瓦解了。, , , , ,0, , ,
2_5208,comment,汶嫻 江(949015958452679), ,2016/01/18 00:36:13, ,1092410017487796_904299276355416,馬總統 辛苦你了 謝謝你的付出, , , , ,3, , ,
2_5209,comment,鍾爵(1032283500134224), ,2016/01/18 00:37:01, ,1092410017487796_1093230950739036,交棒給洪秀柱吧。, , , , ,0, , ,
2_5210,comment,鍾爵(1032283500134224), ,2016/01/18 00:37:58, ,1092410017487796_973830126005933,給女人一次機會看看，洪秀柱說不定能重振國民黨聲威。, , , , ,0, , ,
2_5211,comment,Li Chuan Kuleck Yeh(10204933268104914), ,2016/01/18 00:41:45, ,1092410017487796_1093232614072203,問題的本質，中共打擊台灣人已經不是第一次！執政黨的無能，縱容中共羞辱台灣，已經不是第一次！只要是台灣人，都該站出來強烈譴責，你們媚共的行為，和只有藍綠沒有是非的心態，叫人不恥！柯文哲上來就處理這個問題了，那像藍黨的總統，市長和警長那麼卒仔！人民就是看不起他們，ok!, , , , ,0, , ,
2_5212,comment,吳曉庭(906291572781929), ,2016/01/18 00:42:31, ,1092410017487796_801851993291878,沒什麼我只想說你辛苦了從4年前就跟隨你到現在你做的時間會還給你公道希望你不會再聽到世人的辱罵你值得尊敬尊愛我們最好的總統不論是8年前還是8年後的現在你的付出你的努力一切將會得到回報我只想問一些人倘若就像你們希望的我們不要與中國簽訂合約維持目前的和平我們起身反抗將會得到什麼結果?國軍演習得到的結果便是7小時內崩盤加速對岸對我們所謂的統一抑或是從經濟上制裁我們使我們無法外銷我們的產品台灣是個以外銷為主的國家如果真的變成這樣我們吃什麼喝什麼?不論從政治從經濟來看這些結果真的是大家所希望的嗎？倘若我們今天地大人多錢多底氣十足我想馬總統也不會如此我想我們的國家沒辦法做到給任何一位總統撐腰讓他去向中國嗆聲 這不對嗎？我希望我們好好想想將來我們能拿什麼去與中國對抗, , , , ,1, , ,
2_5213,comment,呂育辰(1077594058923789), ,2016/01/18 00:43:09, ,1092410017487796_801852196625191,總統 ，您辛苦了, , , , ,0, , ,
2_5214,comment,陳盈甄(910497948972774), ,2016/01/18 00:43:21, ,1092410017487796_801852246625186,每次看到總統這麼努力!可是還是很多人在說嘴，真的很心疼馬總統，    倒想看看蔡阿罵會怎麼處理這件事, , , , ,1, , ,
2_5215,comment,YU Chia Wei(361512220716318), ,2016/01/18 00:46:33, ,1092410017487796_973832922672320,辛苦你了，真的辛苦你了，你承受了好多好多, , , , ,2, , ,
2_5216,comment,Rongqi Lu(840736242676759), ,2016/01/18 00:46:36, ,1092410017487796_904303086355035,我又沒作什麼壞事警察一直欺負我，我把天神作法送回天上，從今天起台灣再也沒有天神., , , , ,0, , ,
2_5217,comment,榕家涂(1109137975769472), ,2016/01/18 00:47:29, ,1092410017487796_904303399688337,馬總統，辛苦了，這完全是媒體的錯，我認為媒體才是造成這件事的罪魁禍首。, , , , ,0, , ,
2_5218,comment,Pie Gold(966723953372752), ,2016/01/18 00:47:34, ,1092410017487796_973833212672291,http://youtu.be/X5IFAzZkSvI, , , , ,1, , ,
2_5219,comment,楊啟裕(155863311459264), ,2016/01/18 00:49:12, ,1092410017487796_1093235394071925,馬總統不了解共產黨, , , , ,0, , ,
2_5220,comment,Yuhui Lin(1711117245799881), ,2016/01/18 00:49:55, ,1092410017487796_1093235684071896,其??几?大?人??周子瑜吧，真是自?自???, , , , ,1, , ,
2_5221,comment,珊卓拉(1122801357736453), ,2016/01/18 00:50:19, ,1092410017487796_973834366005509,有些事無能為力!只能量力而為，謝謝你為台灣做的一些努力!, , , , ,1, , ,
2_5222,comment,張家齊(811979292217507), ,2016/01/18 00:51:44, ,1092410017487796_1093236810738450,你永遠是我最敬愛的總統，往後你可以為自己而活，做自己，加油, , , , ,1, , ,
2_5223,comment,Ling Wang(10153816681494277), ,2016/01/18 00:54:12, ,1092410017487796_904305289688148,您?老了, , , , ,0, , ,
2_5224,comment,Xiaoyan Wu(1121781457833439), ,2016/01/18 00:56:32, ,1092410017487796_1093238927404905,好好休息 你8年老好多了 別再操心了, , , , ,0, , ,
2_5225,comment,Tien Shang Chang(10204489744428093), ,2016/01/18 00:57:31, ,1092410017487796_973839232671689,與蔡英文準總統對談負數票紀錄: 104年3月17日?我參加了臺灣哈佛校友餐會，與會者除了校友外有大約22位來訪的哈佛法學院學生，共約60人。邀請了民進黨蔡英文主席專題演講。問答時間中我提出了負數票概念，然後請蔡主席回應。全程是英文。以下是翻譯簡短內容:張: 我們曾與總統府中哈佛校友介紹概念，但似乎無任何進展，希望與康乃爾校友會有較好運。蔡: 世界有先例嗎？張: 沒有。但如果是好事，臺灣為何不可領先？我們一定要等別人做了才有信心這是好事嗎？蔡: 這需要研究，一般選民很難理解張: 我曾在類似餐會中，八十多歲阿?兩分鐘內就聽懂這是好事。希望您願意與我們商談，您幕僚中有認識我數十年的老友，一位就在現場。蔡: 不意外哈佛生沒有作為。這在2016還不能施行。張: 是的。需要先修法。蔡: 需要找國民黨合作現在既然民進黨已可以完全執政， 沒有國民黨合作也可以通過這個改進民主制度的重要法案. 蔡總統的得票數689萬票如果以所有1881萬選民為分母計算得票率是36.6%， 遠低於12月公布蓋洛普民調贊成修法實施負數票的42.8%(乘1881萬等於805萬人). 民意如此明確， 我們看蔡總統和"民主""進步"黨主導的國會如何處理. https://www.facebook.com/negativevote.tw/ 馬總統願意順應民意領先提議改進民主制度嗎?, , , , ,0, , ,
2_5226,comment,林欣楣(968001713221634), ,2016/01/18 00:59:15, ,1092410017487796_939049986173596,馬總統辛苦你這八年來的付出之後您就可以做自己喜歡的事情，不會被罵了！真的辛苦您了，謝謝您??, , , , ,1, , ,
2_5227,comment,楊茜茹(1447647482201609), ,2016/01/18 01:01:23, ,1092410017487796_801858723291205,菜癡趕快滾去菜園歌功頌德，加油…不要在這哭么, , , , ,4, , ,
2_5228,comment,周蜜蜜(948364101882937), ,2016/01/18 01:02:39, ,1092410017487796_973840746004871,, , , , ,0, , ,
2_5229,comment,曾成田(1137324189617745), ,2016/01/18 01:05:58, ,1092410017487796_973842069338072,辛苦了 !, , , , ,0, , ,
2_5230,comment,Mei Ling Lai(1655747384685782), ,2016/01/18 01:09:34, ,1092410017487796_973843586004587,台灣到底要獨立什麼？台灣就已經是中華民國了！, , , , ,1, , ,
2_5231,comment,AlisOn Mi(1599700623580674), ,2016/01/18 01:10:11, ,1092410017487796_801860923290985,馬總統，您是台灣民主投票後最清廉，最愛台灣的總統，您辛苦了，我從討厭你到喜歡你，從喜歡你到謝謝你，從謝謝你到不捨你，台灣選舉我沒哭過，因為我覺得無所謂，但是看到默默做好，默默付出，一切為了台灣未來好的您，背負著賣國的罪名，就這樣難過的哭了，仍然有氣度的選擇了沈默，時間會還給您清白的，永遠支持您。, , , , ,3, , ,
2_5232,comment,劉飛起(158753017824952), ,2016/01/18 01:11:40, ,1092410017487796_973844192671193,謝謝 馬英九、王如玄、朱立倫、連戰、邱毅、蔡正元、謝啟大、黃安 們！讓我們年輕人拿回屬於我們的未來！, , , , ,0, , ,
2_5233,comment,黃萌 萌(894103534002849), ,2016/01/18 01:12:37, ,1092410017487796_939057682839493,有你真好, , , , ,1, , ,
2_5234,comment,劉雲飛(163336420699289), ,2016/01/18 01:13:35, ,1092410017487796_1093244380737693,台灣有自己的軍隊，有自己的選舉，納稅也自己用，所以台灣早就獨立了，根本不需要92共識，況且那是20年前的東西，干我屁事。, , , , ,0, , ,
2_5235,comment,Fangwei Wang(414305785418142), ,2016/01/18 01:14:43, ,1092410017487796_1093244647404333,周子渝是什么鬼？我????目里一笑??了台?人要因??政治?翻天。。搞笑?。。, , , , ,0, , ,
2_5236,comment,冠廷劉(597292923754099), ,2016/01/18 01:15:31, ,1092410017487796_1093244814070983,無關政黨，個人看法，我覺得寫的很好，有講到重點台灣加油https://www.facebook.com/photo.php?fbid=1189798797715255&set=a.296233440405133.86616.100000554370111&type=3, , , , ,0, , ,
2_5237,comment,?德?(1688142871468005), ,2016/01/18 01:17:45, ,1092410017487796_801863173290760,?岸民?被???良媒体利用了拜托！, , , , ,0, , ,
2_5238,comment,趙海薇(836790836391588), ,2016/01/18 01:21:53, ,1092410017487796_801870366623374,不用謝啦～等你們主席能做好未來的總統再來謝吧！~ 賤人就是矯情 ~好好享受 勝利的滋味吧!, , , , ,1, , ,
2_5239,comment,Carol Fan(887033541359867), ,2016/01/18 01:24:04, ,1092410017487796_904319426353401,總統加油, , , , ,1, , ,
2_5240,comment,袁宏道(812737575476695), ,2016/01/18 01:24:37, ,1092410017487796_1093247947404003,總統加油, , , , ,1, , ,
2_5241,comment,台大電機(253697663612), ,2016/01/18 01:25:02, ,1092410017487796_904319793020031,天佑中華~ 天佑台灣 ~ 對於.."毛內閣總辭 馬邀蔡談多數黨組閣"假如DPP無意，那麼因為：親民黨「宋瑩配」拿下一百五十七萬票，請「宋」或「瑩」來組閣，或許不錯呢？！呵呵！, , , , ,0, , ,
2_5242,comment,Ran Sakurai(1013336948684378), ,2016/01/18 01:28:05, ,1092410017487796_904321036353240,親愛的馬總統請問這件事你有怎樣的具體行動假如只用嘴巴說支持這樣應該於事無補吧為何不給煽動兩岸關係的罪魁禍首--黃安一點警示註銷他的台灣國籍, , , , ,0, , ,
2_5243,comment,趙海薇(836790836391588), ,2016/01/18 01:29:25, ,1092410017487796_904321516353192,馬總統加油~我們依然支持您!我相信大家並非 盲目的支持您， 而是 真正看到你 為台灣的付出~ 我們都看在眼裡 ”最不捨的 就是 你即將卸任 不過這樣也好” 讓下一位 去嚐嚐 當一國元首被羞辱的滋味。, , , , ,4, , ,
2_5244,comment,Awy Yu(772775229478504), ,2016/01/18 01:40:22, ,1092410017487796_973857192669893,無小路用，國民黨已經敗成這個樣子，還不下台一鞠躬，死皮賴臉在那裡做怎麼？, , , , ,3, , ,
2_5245,comment,Chen Wei Koa(843003312439621), ,2016/01/18 01:42:18, ,1092410017487796_904326803019330,中國政法大學副教授、《財經》雜誌法律顧問蕭瀚有不一樣的看法，他說：「真台獨怎麼了？一個政治觀點都不讓選擇的國家，離它越遠越好，統你個鬼去！」他也嗆黃安：「真有種就該對付貪官汙吏，對付無權無勢的藝人算什麼本事？」, , , , ,0, , ,
